Name,Price,Producer,MPN,EAN,UPC,Watt,Size,Efficiency Rating,Product Page
be quiet! Pure Power 10,,be quiet!,BN271,4260052185308,4260052185308,350 W,ATX,80 Plus Bronze,
be quiet! Pure Power 10,,be quiet!,BN270,4260052185292,4260052185292,300 W,ATX,80 Plus Bronze,
be quiet! Pure Power 10,,be quiet!,BN273,4260052185322,4260052185322,500 W,ATX,80 Plus Silver,
be quiet! Pure Power 10 CM,,be quiet!,BN279,4260052185384,4260052185384,700 W,ATX,80 Plus Silver,
be quiet! Pure Power 10 CM,,be quiet!,BN278,4260052185377,4260052185377,600 W,ATX,80 Plus Silver,
be quiet! Pure Power 10 CM,,be quiet!,BN276,4260052185353,4260052185353,400 W,ATX,80 Plus Silver,
be quiet! Pure Power 10 CM,,be quiet!,BN277,4260052185360,4260052185360,500 W,ATX,80 Plus Silver,
be quiet! Pure Power 11 FM,,be quiet!,BN325,4260052188620,,1000 W,ATX,80 PLUS Gold,
be quiet! Pure Power 11 FM,,be quiet!,BN324,4260052188613,,850 W,ATX,80 PLUS Gold,
be quiet! Pure Power 11 FM,,be quiet!,BN318,4260052188156,,650 W,ATX,80 PLUS Gold,
be quiet! Pure Power 11 FM,,be quiet!,BN317,4260052188149,,550 W,ATX,80 PLUS Gold,
be quiet! Pure Power 11 FM,,be quiet!,BN319,4260052188163,,750 W,ATX,80 PLUS Gold,
be quiet! Pure Power 12M,,be quiet!,BN345,4260052189504,,1000 W,ATX,80 PLUS Gold,
be quiet! SFX Power 2 80 PLUS Bronze,,be quiet!,BN226,4260052183717,4260052183717,300 W,SFX,80 PLUS Bronze,
be quiet! SFX Power 2 80 PLUS Bronze,,be quiet!,BN227,4260052183724,4260052183724,400 W,SFX,80 PLUS Bronze,
be quiet! SFX Power 3,,be quiet!,BN320,4260052188262,,300 W,SFX,80 PLUS Bronze,
be quiet! SFX Power 3,,be quiet!,BN321,4260052188279,,450 W,SFX,80 PLUS Bronze,
be quiet! SFX-L Power,,be quiet!,BN215,4260052185629,,600 W,SFX-L,80 Plus Gold,
be quiet! SFX-L Power,,be quiet!,BN214,4260052185612,,500 W,SFX-L,80 Plus Gold,
be quiet! SFX-L Power 80 PLUS Gold,,be quiet!,BN238,4260052187128,,500 W,SFX-L,80 PLUS Gold,
be quiet! SFX-L Power 80 PLUS Gold,,be quiet!,BN239,4260052187135,,600 W,SFX-L,80 PLUS Gold,
be quiet! Straight Power 10,,be quiet!,BN233,4260052183663,4260052183663,700 W,ATX,80 Plus Gold,
be quiet! Straight Power 10,,be quiet!,BN232,4260052183656,4260052183656,600 W,ATX,80 Plus Gold,
be quiet! Straight Power 10,,be quiet!,BN231,4260052183649,4260052183649,500 W,ATX,80 Plus Gold,
be quiet! Straight Power 10,,be quiet!,BN230,4260052184288,4260052184288,400 W,ATX,80 Plus Gold,
be quiet! Straight Power 10 CM,,be quiet!,BN235,4260052183687,4260052183687,600 W,ATX,80 Plus Gold,
be quiet! Straight Power 10 CM,,be quiet!,BN236,4260052183694,4260052183694,700 W,ATX,80 Plus Gold,
be quiet! Straight Power 10 CM,,be quiet!,BN237,4260052183700,4260052183700,800 W,ATX,80 Plus Gold,
be quiet! Straight Power 10 CM,,be quiet!,BN234,4260052183670,4260052183670,500 W,ATX,80 Plus Gold,
be quiet! Straight Power 11,,be quiet!,BN308,4260052187395,,850 W,ATX,80 PLUS Platinum,
be quiet! Straight Power 11,,be quiet!,BN310,4260052187418,,1200 W,ATX,80 PLUS Platinum,
be quiet! Straight Power 11,,be quiet!,BN309,4260052187401,,1000 W,ATX,80 PLUS Platinum,
be quiet! Straight Power 11,,be quiet!,BN307,4260052187388,,750 W,ATX,80 PLUS Platinum,
be quiet! Straight Power 11,,be quiet!,BN306,4260052187371,,650 W,ATX,80 PLUS Platinum,
be quiet! Straight Power 11,,be quiet!,BN305,4260052187364,,550 W,ATX,80 PLUS Platinum,
"be quiet! Straight Power 11, 80 PLUS Gold",,be quiet!,BN280,4260052185759,,450 W,ATX,80 PLUS Gold,
"be quiet! Straight Power 11, 80 PLUS Gold",,be quiet!,BN282,4260052185773,,650 W,ATX,80 PLUS Gold,
"be quiet! Straight Power 11, 80 PLUS Gold",,be quiet!,BN281,4260052185766,,550 W,ATX,80 PLUS Gold,
"be quiet! Straight Power 11, 80 PLUS Gold",$116.05 USD,be quiet!,BN283,4260052185780,,750 W,ATX,80 PLUS Gold,https://www.amazon.ca/dp/B079D3DBNM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
be quiet! System Power 8,,be quiet!,BN242,4260052184370,4260052184370,600 W,ATX,80 Plus,
be quiet! System Power 8,,be quiet!,BN240,4260052184356,4260052184356,400 W,ATX,80 Plus,
be quiet! System Power 8,,be quiet!,BN241,4260052184363,4260052184363,500 W,ATX,80 Plus,
be quiet! System Power 9 80 PLUS Bronze,,be quiet!,BN245,4260052186046,,400 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 80 PLUS Bronze,,be quiet!,BN246,4260052186053,,500 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 80 PLUS Bronze,,be quiet!,BN247,4260052186060,,600 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 80 PLUS Bronze,,be quiet!,BN248,4260052186077,,700 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 CM,,be quiet!,BN302,4260052187234,,600 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 CM,,be quiet!,BN303,4260052187241,,700 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 CM,,be quiet!,BN301,4260052187227,,500 W,ATX,80 PLUS Bronze,
be quiet! System Power 9 CM,,be quiet!,BN300,4260052187210,,400 W,ATX,80 PLUS Bronze,
be quiet! System Power B8,,be quiet!,BN256,4260052184516,4260052184516,300 W,ATX,80 Plus,
be quiet! System Power B8,,be quiet!,BN259,4260052184547,4260052184547,550 W,ATX,80 Plus,
be quiet! System Power B8,,be quiet!,BN258,4260052184530,4260052184530,450 W,ATX,80 Plus,
be quiet! System Power B8,,be quiet!,BN257,4260052184523,4260052184523,350 W,ATX,80 Plus,
be quiet! System Power B9 80 PLUS Bronze,,be quiet!,BN206,4260052185988,,300 W,ATX,80 PLUS Bronze,
be quiet! System Power B9 80 PLUS Bronze,,be quiet!,BN207,4260052185995,,350 W,ATX,80 PLUS Bronze,
be quiet! System Power B9 80 PLUS Bronze,,be quiet!,BN208,4260052186008,,450 W,ATX,80 PLUS Bronze,
be quiet! System Power B9 80 PLUS Bronze,,be quiet!,BN209,4260052186015,,600 W,ATX,80 PLUS Bronze,
be quiet! TFX Power 2 80 PLUS Bronze,,be quiet!,BN228,4260052183731,4260052183731,300 W,TFX,80 PLUS Bronze,
be quiet! TFX Power 2 80 PLUS Gold,,be quiet!,BN229,4260052183748,4260052183748,300 W,TFX,80 PLUS Gold,
be quiet! TFX Power 3,,be quiet!,BN323,4260052188293,,300 W,TFX,80 PLUS Gold,
be quiet! TFX Power 3,,be quiet!,BN322,4260052188286,,300 W,TFX,80 PLUS Bronze,
BitFenix Formula 80 PLUS Gold,,BitFenix,BP-FM750ULAG-9R,4712883216466,,750 W,ATX,80 PLUS Gold,
BitFenix Whisper M 80 PLUS Gold,,BitFenix,BP-WG750UMAG-9FM,4712883216077,,750 W,ATX,80 PLUS Gold,
Chieftec A-90 Serie GDP-550C 90 Plus Gold,,Chieftec,GDP-550C,4710713230828,,550 W,ATX,80 Plus Gold,
Chieftec A-90 Serie GDP-650C 90 Plus Gold,,Chieftec,GDP-650C,4710713230835,,650 W,ATX,80 Plus Gold,
Chieftec A-90 Serie GDP-750C 90 Plus Gold,,Chieftec,GDP-750C,4710713230842,,750 W,ATX,80 Plus Gold,
Chieftec CDP-085ITX 85 Watt AC-DC Adapter inkl. Wandlerplatine,,Chieftec,CDP-085ITX,4710713233492,,85 W,,,
Chieftec CDP-120ITX 120 Watt AC-DC Adapter inkl. Wandlerplatine,,Chieftec,CDP-120ITX,4710713233508,,120 W,external,,
Chieftec CSN-550C SFX,,Chieftec,CSN-550C,4710713235762,,550 W,SFX,80 Plus Gold,
Chieftec CSN-650C SFX,,Chieftec,CSN-650C,4710713235779,,650 W,SFX,80 Plus Gold,
Chieftec Force CPS-400S,,Chieftec,CPS-400S,4710713233294,,400 W,ATX,,
Chieftec Force CPS-500S,,Chieftec,CPS-500S,4710713233317,,500 W,ATX,,
Chieftec Force CPS-650S,,Chieftec,CPS-650S,4710713233331,,650 W,ATX,,
Chieftec Force CPS-750S,,Chieftec,CPS-750S,4710713233348,,750 W,ATX,,
Chieftec IArena Serie GPA-350B8,,Chieftec,GPA-350B8,4710713230736,,350 W,ATX,,
Chieftec IArena Serie GPA-350S8,,Chieftec,GPA-350S8,4710713238923,,350 W,ATX,,
Chieftec IArena Serie GPA-400B8,,Chieftec,GPA-400B8,4710713230477,,400 W,ATX,,
Chieftec IArena Serie GPA-400S8,,Chieftec,GPA-400S8,4710713238930,,400 W,ATX,,
Chieftec IArena Serie GPA-450B8,,Chieftec,GPA-450B8,4710713230484,,450 W,ATX,,
Chieftec IArena Serie GPA-450S8,,Chieftec,GPA-450S8,4710713238947,,450 W,ATX,,
Chieftec IArena Serie GPA-500S8,,Chieftec,GPA-500S8,4710713238954,,500 W,ATX,,
Chieftec IArena Serie GPB-300S,,Chieftec,GPB-300S,4710713233607,,300 W,ATX,,
Chieftec IArena Serie GPB-350S,,Chieftec,GPB-350S,4710713233614,,350 W,ATX,,
Chieftec IArena Serie GPB-400S,,Chieftec,GPB-400S,4710713233621,,400 W,ATX,,
Chieftec IArena Serie GPB-450S,,Chieftec,GPB-450S,4710713233638,,450 W,ATX,,
Chieftec IArena Serie GPB-500S,,Chieftec,GPB-500S,4710713233645,,500 W,ATX,,
Chieftec MRG-5800V redundantes 80 PLUS - 2x 800 Watt,,Chieftec,MRG-5800V,4710713238244,,800 W,redundant,80 PLUS,
Chieftec MRG-6500P - 2x 500 Watt,,Chieftec,MRG-6500P,4710713237483,,500 W,redundant,,
Chieftec MRT-5320G redundantes 80 PLUS Gold - 2x 320 Watt,,Chieftec,MRT-5320G,4710713233072,,320 W,redundant,80 PLUS Gold,
Chieftec Navitas,,Chieftec,GPM-1250C,4710713230408,,1250 W,ATX,80 Plus Gold,
Chieftec Navitas 80 PLUS Gold,,Chieftec,GPM-1000C,4710713230392,,1000 W,ATX,80 PLUS Gold,
Chieftec Navitas Serie GPM-450S,,Chieftec,GPM-450S,4710713233355,,450 W,ATX,80 Plus Gold,
Chieftec Navitas Serie GPM-550S,,Chieftec,GPM-550S,4710713233362,,550 W,ATX,80 Plus Gold,
Chieftec Navitas Serie GPM-650S,,Chieftec,GPM-650S,4710713233379,,650 W,ATX,80 Plus Gold,
Chieftec Navitas Serie GPM-750S,,Chieftec,GPM-750S,4710713233386,,750 W,ATX,80 Plus Gold,
Chieftec Power Smart 80 PLUS Gold,,Chieftec,GPS-1250C,4710713231115,,1250 W,ATX,80 PLUS Gold,
Chieftec Power Smart 80 PLUS Gold,,Chieftec,GPS-1450C,4710713235328,,1450 W,ATX,80 PLUS Gold,
Chieftec Power Smart 80 PLUS Gold,,Chieftec,GPS-1350C,4710713235311,,1350 W,ATX,80 PLUS Gold,
Chieftec PSF-400B 80 PLUS Bronze,,Chieftec,PSF-400B,4710713234499,,400 W,ATX,80 PLUS Bronze,
Chieftec Smart Serie GPS-400A8,,Chieftec,GPS-400A8,4710713239517,,400 W,ATX,,
Chieftec Smart Serie GPS-500A8,,Chieftec,GPS-500A8,4710713239531,,500 W,ATX,,
Chieftec Smart Serie GPS-600A8,,Chieftec,GPS-600A8,4710713239555,,600 W,ATX,,
Chieftec Smart Serie GPS-700A8,,Chieftec,GPS-700A8,4710713239579,,700 W,ATX,,
Chieftec Smart Serie SFX-350BS,,Chieftec,SFX-350BS,4710713239753,,350 W,SFX,,
Chieftec Smart Serie SFX-450BS,,Chieftec,SFX-450BS,4710713231399,,450 W,SFX,,
Chieftec Smart Serie SFX-500GD-C,,Chieftec,SFX-500GD-C,4710713231429,,500 W,SFX-L,80 Plus Gold,
Chieftec Smart Series TFX 250P 80 PLUS Bronze,,Chieftec,GPF-250P,4710713230439,,250 W,TFX,80 PLUS Bronze,
Cooler Master MasterWatt,,Cooler Master,MPX-5501-AMAAB-EU,4719512053119,,550 W,ATX,80 Plus Bronze,
"Cooler Master MasterWatt, 80 PLUS-Bronze",,Cooler Master,MPX-7501-AMAAB-EU,4719512062432,,750 W,ATX,80 PLUS Bronze,
"Cooler Master MasterWatt, 80 PLUS-Bronze",,Cooler Master,MPX-6501-AMAAB-EU,4719512053102,,650 W,ATX,80 PLUS Bronze,
Corsair AX1000 High Performance,,Corsair,CP-9020152-EU,0843591077828,,1000 W,ATX,80 PLUS Titanium,
Corsair AX1500i Digital ATX Power Supply,$346.72 USD,Corsair,CP-9020057-NA,0804904220331,809395430139,1500 W,ATX,80 Plus Titanium,https://www.amazon.ca/Corsair-AX1500i-Titanium-Efficiency-CP-9020057-NA/dp/B00MFJ4OBA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MFJ4OBA
Corsair AX760i Digital ATX Power Supply,$206.72 USD,Corsair,CP-9020036-NA,0014445566113,709099525264,760 W,ATX,80 Plus Platinum,https://www.amazon.ca/Ax860i-860w-80plus-Plat-Modular/dp/B00A0HZNDW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00A0HZNDW
Corsair AX850 High Performance,,Corsair,CP-9020151-EU,0843591077804,,850 W,ATX,80 PLUS Titanium,
Corsair Builder Series CX450,,Corsair,CP-9020120-EU,0843591083898,,450 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX450M Modular,,Corsair,CP-9020101-EU,0843591057936,,450 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX500,,Corsair,CP-9020047-EU,0843591029360,,500 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX550,,Corsair,CP-9020121-EU,0843591083973,,550 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX550M Modular,,Corsair,CP-9020102-EU,0843591058018,,550 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX600,,Corsair,CP-9020048-EU,0843591029421,,600 W,ATX,80 Plus Bronze,
Corsair Builder Series CX650,,Corsair,CP-9020122-EU,0843591084055,,650 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX650M Modular,,Corsair,CP-9020103-EU,0843591058094,,650 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX750,,Corsair,CP-9020015-EU,0843591020152,,750 W,ATX,80 Plus Bronze,
Corsair Builder Series CX750 Rev. 2,,Corsair,CP-9020123-EU,0843591084130,,750 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX750M Modular,,Corsair,CP-9020061-EU,0843591030724,,750 W,ATX,80 PLUS Bronze,
Corsair Builder Series CX850M Modular,,Corsair,CP-9020099-EU,0843591054508,,850 W,ATX,80 Plus Bronze,
Corsair CS-M Series CS550M Modular,,Corsair,CP-9020076-EU,0843591041515,,550 W,ATX,80 Plus Gold,
Corsair CS-M Series CS650M Modular,,Corsair,CP-9020077-EU,0843591041430,,650 W,ATX,80 Plus Gold,
Corsair CS-M Series CS750M Modular,,Corsair,CP-9020078-EU,0843591041355,,750 W,ATX,80 Plus Gold,
Corsair CS-M Series CS850M Modular,,Corsair,CP-9020086-EU,0843591049924,,850 W,ATX,80 Plus,
Corsair CV Series CV450,,Corsair,CP-9020209-EU,0840006614951,,450 W,ATX,80 PLUS Bronze,
Corsair CV Series CV550,,Corsair,CP-9020210-EU,0840006615064,,550 W,ATX,80 PLUS Bronze,
Corsair CV Series CV650,,Corsair,CP-9020211-EU,0840006615170,,650 W,ATX,80 PLUS Bronze,
Corsair CV Series CV650 Dual EPS,,Corsair,CP-9020236-EU,0840006630050,,650 W,ATX,80 PLUS Bronze,
Corsair CX550F RGB,,Corsair,CP-9020216-EU,0840006617266,,550 W,ATX,80 PLUS Bronze,
Corsair CX550F RGB,,Corsair,CP-9020225-EU,0840006620488,,550 W,ATX,80 PLUS Bronze,
Corsair CX550M,$65.62 USD,Corsair,CP-9020102-NA,0843591058049,843591058049,550 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B01B72W0A2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair CX650,$76.16 USD,Corsair,CP-9020122-NA,0843591084086,843591084086,650 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B01MRW2K7E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair CX650F RGB,,Corsair,CP-9020217-EU,0840006617372,,650 W,ATX,80 PLUS Bronze,
Corsair CX650F RGB,,Corsair,CP-9020226-EU,0840006620570,,650 W,ATX,80 PLUS Bronze,
Corsair CX650M,$61.65 USD,Corsair,CP-9020103-NA,8805191364731,843591058124,650 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B01B72W1VA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair CX750,$75.64 USD,Corsair,CP-9020123-NA,0843591084161,843591084161,750 W,ATX,80 Plus Bronze,https://www.amazon.ca/dp/B01N9KIFWF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair CX750F RGB,,Corsair,CP-9020218-EU,0840006617488,,750 W,ATX,80 PLUS Bronze,
Corsair CX750F RGB,,Corsair,CP-9020227-EU,0840006620679,,750 W,ATX,80 PLUS Bronze,
Corsair CX750M,$90.66 USD,Corsair,CP-9020061-NA,0803982757555,843591042987,750 W,ATX,80 Plus Bronze,https://www.amazon.ca/Corsair-Modular-Bronze-ATX12V-EPS12V/dp/B00ALK3KEM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00ALK3KEM
Corsair CX850M,$100.01 USD,Corsair,CP-9020099-NA,0808113005284,843591054539,850 W,ATX,80 Plus Bronze,https://www.amazon.ca/Corsair-Modular-Bronze-ATX12V-CP-9020099-NA/dp/B00OVCJKWC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00OVCJKWC
Corsair HX1000,$206.72 USD,Corsair,CP-9020139-NA,0843591093477,843591093477,1000 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B01N5NWKHH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HX1000 High Performance,,Corsair,CP-9020139-EU,0843591093446,,1000 W,ATX,80 PLUS Platinum,
Corsair HX1000i High Performance,,Corsair,CP-9020074-EU,0843591041126,,1000 W,ATX,80 PLUS Platinum,
Corsair HX1000i High-Performance ATX Power Supply,$238.63 USD,Corsair,CP-9020074-NA,0806293518730,843591041157,1000 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B00M2UINT6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HX1200 High Performance,,Corsair,CP-9020140-EU,0843591093521,,1200 W,ATX,80 PLUS Platinum,
Corsair HX1200i High Performance,,Corsair,CP-9020070-EU,0843591038348,,1200 W,ATX,80 PLUS Platinum,
Corsair HX750,$141.44 USD,Corsair,CP-9020137-NA,0843591093316,843591093316,750 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B01N6PEBNL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HX750 High Performance,,Corsair,CP-9020137-EU,0843591093286,,750 W,ATX,80 PLUS Platinum,
Corsair HX750i High Performance,,Corsair,CP-9020072-EU,0843591041270,,750 W,ATX,80 PLUS Platinum,
Corsair HX750i High-Performance ATX Power Supply,$181.34 USD,Corsair,CP-9020072-NA,0843591041300,804891030234,750 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B00M2UINC8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HX850,$152.32 USD,Corsair,CP-9020138-NA,0843591093392,843591093392,850 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B01NARQ2QU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HX850 High Performance,,Corsair,CP-9020138-EU,0843591093361,,850 W,ATX,80 PLUS Platinum,
Corsair HX850i High Performance,,Corsair,CP-9020073-EU,0843591041195,,850 W,ATX,80 PLUS Platinum,
Corsair HX850i High-Performance ATX Power Supply,$199.47 USD,Corsair,CP-9020073-NA,8435910412254,843591041225,850 W,ATX,80 Plus Platinum,https://www.amazon.ca/dp/B00M2UIXX2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair HXi Series HX1000i,,Corsair,CP-9020214-EU,0840006615491,,1000 W,ATX PS/2,80 PLUS Platinum,
Corsair HXi Series HX1500i,,Corsair,CP-9020215-EU,0840006615590,,1500 W,ATX PS/2,80 PLUS Platinum,
Corsair Professional Platinum Series AX1200i,,Corsair,CP-9020008-EU,0843591015738,,1200 W,ATX,80 PLUS Platinum,
Corsair Professional Platinum Series AX1500i,,Corsair,CP-9020057-EU,0843591030083,,1500 W,ATX,80 Plus Titanium,
Corsair Professional Platinum Series AX1600i,,Corsair,CP-9020087-EU,0843591050319,,1600 W,ATX,80 PLUS Titanium,
Corsair Professional Platinum Series AX760,,Corsair,CP-9020045-EU,0843591020749,,760 W,ATX,80 Plus Platinum,
Corsair Professional Platinum Series AX860,,Corsair,CP-9020044-EU,0843591020664,,860 W,ATX,80 Plus Platinum,
Corsair Professional Platinum Series AX860I,,Corsair,CP-9020037-EU,0843591018692,,860 W,ATX,80 Plus Platinum,
Corsair RM Series RM650i,,Corsair,CP-9020081-EU,0843591045490,,650 W,ATX,80 PLUS Gold,
Corsair RM Series RM750 (2021),,Corsair,CP-9020234-EU,0840006631002,,750 W,ATX,80 PLUS Gold,
Corsair RM Series RM750i,,Corsair,CP-9020082-EU,0843591045575,,750 W,ATX,80 PLUS Gold,
Corsair RM Series RM850 (2021),,Corsair,CP-9020235-EU,0840006631125,,850 W,ATX,80 PLUS Gold,
Corsair RM1000,,Corsair,CP-9020062-NA,0630831183025,804067296655,1000 W,ATX,80 Plus Gold,
Corsair RM1000x,$188.59 USD,Corsair,CP-9020094-NA,0843591050906,843591050906,1000 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B015YEI7LK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair RM650i,$132.01 USD,Corsair,CP-9020081-NA,0843591045520,843591045520,650 W,ATX,80 Plus Gold,https://www.amazon.ca/dp/B00YPNSRXU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair RM650x,,Corsair,CP-9020091-NA,0843591050661,843591050661,650 W,ATX,80 Plus Gold,
Corsair RM850i,$159.58 USD,Corsair,CP-9020083-NA,7426900770738,,850 W,ATX,80 Plus Gold,https://www.amazon.ca/Corsair-RM850i-Performance-Supply-CP-9020083-NA/dp/B00YPNSQBS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00YPNSQBS
Corsair RM850x,$123.31 USD,Corsair,CP-9020093-NA,0843591050821,843591050821,850 W,ATX,80 Plus Gold,https://www.amazon.ca/Corsair-RM850x-Modular-Certified-Warranty/dp/B015YEI8JG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B015YEI8JG
Corsair RM850x,$126.93 USD,Corsair,CP-9020156-NA,0843591024914,843591024914,850 W,ATX,80 Plus Gold,https://www.amazon.ca/Corsair-CP-9020156-NA-RM850x-Certified-Modular/dp/B073GWFBQ3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073GWFBQ3
Corsair RMe Series RM750e,,Corsair,CP-9020248-EU,0840006651994,,750 W,ATX,80 PLUS Gold,
Corsair RMX Series (2021) RM1000x,,Corsair,CP-9020201-EU,0840006604440,,1000 W,ATX,80 PLUS Gold,
Corsair RMX Series (2021) RM550x,$37.27 USD,Corsair,CP-9020197-EU,0840006602750,,550 W,ATX,80 PLUS Gold,https://www.amazon.ca/dp/B00066HS4O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair RMX Series (2021) RM650x,,Corsair,CP-9020198-EU,0840006605072,,650 W,ATX,80 PLUS Gold,
Corsair RMX Series (2021) RM750x,,Corsair,CP-9020199-EU,0840006603641,,750 W,ATX,80 PLUS Gold,
Corsair RMX Series 2018 RMX750 - white,,Corsair,CP-9020187-EU,0843591075589,,750 W,ATX,80 PLUS Gold,
Corsair RMX Series 2018 RMX850,,Corsair,CP-9020188-EU,0843591075671,,850 W,ATX,80 PLUS Gold,
Corsair RMX Series RMX750 - white,,Corsair,CP-9020155-EU,0843591024686,,750 W,ATX,80 PLUS Gold,
Corsair RMX Series RMX850,,Corsair,CP-9020156-EU,0843591024839,,850 W,ATX,80 Plus Gold,
Corsair RMx Shift Series RM750x,,Corsair,CP-9020251-EU,0840006653592,,750 W,ATX PS/2,80 PLUS Gold,
Corsair SF Series SF450 80 PLUS Platinum SFX,,Corsair,CP-9020181-EU,0843591063883,,450 W,SFX,80 PLUS Platinum,
Corsair SF Series SF600 80 PLUS Gold SFX,,Corsair,CP-9020105-EU,0843591069014,,600 W,SFX,80 PLUS Gold,
Corsair SF Series SF600 80 PLUS Platinum SFX,,Corsair,CP-9020182-EU,0843591063975,,600 W,SFX,80 PLUS Platinum,
Corsair SF Series SF750 80 PLUS Platinum SFX,,Corsair,CP-9020186-EU,0843591075497,,750 W,SFX,80 PLUS Platinum,
Corsair SF450,$79.05 USD,Corsair,CP-9020104-NA,0843591068963,843591068963,450 W,SFX,80 Plus Gold,https://www.amazon.ca/dp/B01CGGOXWQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair SF600,$126.93 USD,Corsair,CP-9020105-NA,0843591069045,843591069045,600 W,SFX,80 Plus Gold,https://www.amazon.ca/dp/B01CGI5M24?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance Series V650M,,Corsair,CP-9020112-DE,0843591069953,,650 W,ATX,80 Plus Bronze,
Corsair VS Series VS350,,Corsair,CP-9020095-EU,0843591052672,,350 W,ATX,80 PLUS,
Corsair VS Series VS450,,Corsair,CP-9020096-EU,0843591052740,,450 W,ATX,80 Plus,
Corsair VS Series VS450,,Corsair,CP-9020170-EU,0843591033237,,450 W,ATX,80 PLUS,
Corsair VS Series VS550,,Corsair,CP-9020097-EU,0843591052818,,550 W,ATX,80 Plus,
Corsair VS Series VS550,,Corsair,CP-9020171-EU,0843591033282,,550 W,ATX,80 PLUS,
Corsair VS Series VS650,,Corsair,CP-9020098-EU,0843591052870,,650 W,ATX,80 Plus,
Corsair VS Series VS650,,Corsair,CP-9020172-EU,0843591033329,,650 W,ATX,80 PLUS,
Corsair VS400,$42.83 USD,Corsair,CP-9020117-NA,0843591072984,843591072984,400 W,ATX,80 Plus,https://www.amazon.ca/Corsair-VS400-Active-Certified-Supply/dp/B01MYNN9PL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MYNN9PL
Corsair VS500,$41.38 USD,Corsair,CP-9020118-NA,0843591073011,843591073011,500 W,ATX,80 Plus,https://www.amazon.ca/CORSAIR-VS500-Certified-Non-Modular-Supply/dp/B01N2HRRH4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N2HRRH4
