Entity,Code,Day,cumulative_estimated_daily_excess_deaths,Total confirmed deaths due to COVID-19,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot
Finland,FIN,2020-08-16,,308,,
Finland,FIN,2020-08-23,,310,,
Finland,FIN,2020-08-30,,315,,
Finland,FIN,2020-09-06,,319,,
Finland,FIN,2020-09-13,,322,,
Finland,FIN,2020-09-20,,325,,
Finland,FIN,2020-09-27,,330,,
Finland,FIN,2020-10-04,,335,,
Finland,FIN,2020-10-11,,340,,
Finland,FIN,2020-10-18,,343,,
Finland,FIN,2020-10-25,,344,,
Finland,FIN,2020-11-01,,363,,
Finland,FIN,2020-11-08,,382,,
Finland,FIN,2020-11-15,,423,,
Finland,FIN,2020-11-22,,461,,
Finland,FIN,2020-11-29,,502,,
Finland,FIN,2020-12-06,,541,,
Finland,FIN,2020-12-13,,568,,
Finland,FIN,2020-12-20,,591,,
Finland,FIN,2020-12-27,,618,,
Finland,FIN,2021-01-03,,654,,
Finland,FIN,2021-01-10,,677,,
Finland,FIN,2021-01-17,,692,,
Finland,FIN,2021-01-24,,708,,
Finland,FIN,2021-01-31,,724,,
Finland,FIN,2021-02-07,,744,,
Finland,FIN,2021-02-14,,774,,
Finland,FIN,2021-02-21,,791,,
Finland,FIN,2021-02-28,,817,,
Finland,FIN,2021-03-07,,834,,
Finland,FIN,2021-03-14,,863,,
Finland,FIN,2021-03-21,,879,,
Finland,FIN,2021-03-28,,892,,
Finland,FIN,2021-04-04,,904,,
Finland,FIN,2021-04-11,,917,,
Finland,FIN,2021-04-18,,927,,
Finland,FIN,2021-04-25,,934,,
Finland,FIN,2021-05-02,,941,,
Finland,FIN,2021-05-09,,963,,
Finland,FIN,2021-05-16,,968,,
Finland,FIN,2021-05-23,,971,,
Finland,FIN,2021-05-30,,975,,
Finland,FIN,2021-06-06,,977,,
Finland,FIN,2021-06-13,,979,,
Finland,FIN,2021-06-20,,979,,
Finland,FIN,2021-06-27,,981,,
Finland,FIN,2021-07-04,,986,,
Finland,FIN,2021-07-11,,988,,
Finland,FIN,2021-07-18,,1000,,
Finland,FIN,2021-07-25,,1012,,
Finland,FIN,2021-08-01,,1022,,
Finland,FIN,2021-08-08,,1032,,
Finland,FIN,2021-08-15,,1043,,
Finland,FIN,2021-08-22,,1057,,
Finland,FIN,2021-08-29,,1070,,
Finland,FIN,2021-09-05,,1081,,
Finland,FIN,2021-09-12,,1095,,
Finland,FIN,2021-09-19,,1116,,
Finland,FIN,2021-09-26,,1145,,
Finland,FIN,2021-10-03,,1176,,
Finland,FIN,2021-10-10,,1194,,
Finland,FIN,2021-10-17,,1235,,
Finland,FIN,2021-10-24,,1275,,
Finland,FIN,2021-10-31,,1330,,
Finland,FIN,2021-11-07,,1379,,
Finland,FIN,2021-11-14,,1439,,
Finland,FIN,2021-11-21,,1497,,
Finland,FIN,2021-11-28,,1541,,
Finland,FIN,2021-12-05,,1588,,
Finland,FIN,2021-12-12,,1635,,
Finland,FIN,2021-12-19,,1718,,
Finland,FIN,2021-12-26,,1836,,
Finland,FIN,2022-01-02,,1966,,
Finland,FIN,2022-01-09,,2103,,
Finland,FIN,2022-01-16,,2222,,
Finland,FIN,2022-01-23,,2362,,
Finland,FIN,2022-01-30,,2484,,
Finland,FIN,2022-02-06,,2615,,
Finland,FIN,2022-02-13,,2771,,
Finland,FIN,2022-02-20,,2932,,
Finland,FIN,2022-02-27,,3123,,
Finland,FIN,2022-03-06,,3331,,
Finland,FIN,2022-03-13,,3586,,
Finland,FIN,2022-03-20,,3797,,
Finland,FIN,2022-03-27,,3997,,
Finland,FIN,2022-04-03,,4202,,
Finland,FIN,2022-04-10,,4353,,
Finland,FIN,2022-04-17,,4492,,
Finland,FIN,2022-04-24,,4576,,
Finland,FIN,2022-05-01,,4658,,
Finland,FIN,2022-05-08,,4738,,
Finland,FIN,2022-05-15,,4814,,
Finland,FIN,2022-05-22,,4858,,
Finland,FIN,2022-05-29,,4920,,
Finland,FIN,2022-06-05,,4982,,
Finland,FIN,2022-06-12,,5035,,
Finland,FIN,2022-06-19,,5091,,
Finland,FIN,2022-06-26,,5173,,
Finland,FIN,2022-07-03,,5259,,
Finland,FIN,2022-07-10,,5351,,
Finland,FIN,2022-07-17,,5462,,
Finland,FIN,2022-07-24,,5570,,
Finland,FIN,2022-07-31,,5691,,
Finland,FIN,2022-08-07,,5795,,
Finland,FIN,2022-08-14,,5870,,
Finland,FIN,2022-08-21,,5929,,
Finland,FIN,2022-08-28,,6008,,
Finland,FIN,2022-09-04,,6113,,
Finland,FIN,2022-09-11,,6205,,
Finland,FIN,2022-09-18,,6347,,
Finland,FIN,2022-09-25,,6515,,
Finland,FIN,2022-10-02,,6716,,
Finland,FIN,2022-10-09,,6929,,
Finland,FIN,2022-10-16,,7107,,
Finland,FIN,2022-10-23,,7296,,
Finland,FIN,2022-10-30,,7502,,
Finland,FIN,2022-11-06,,7674,,
Finland,FIN,2022-11-13,,7832,,
Finland,FIN,2022-11-20,,7972,,
Finland,FIN,2022-11-27,,8136,,
Finland,FIN,2022-12-04,,8278,,
Finland,FIN,2022-12-11,,8441,,
Finland,FIN,2022-12-18,,8576,,
Finland,FIN,2022-12-25,,8698,,
Finland,FIN,2023-01-01,,8775,,
Finland,FIN,2023-01-08,,8824,,
Finland,FIN,2023-01-15,,8860,,
Finland,FIN,2023-01-22,,8894,,
Finland,FIN,2023-01-29,,8916,,
Finland,FIN,2023-02-05,,8940,,
Finland,FIN,2023-02-12,,8983,,
Finland,FIN,2023-02-19,,9012,,
Finland,FIN,2023-02-26,,9042,,
Finland,FIN,2023-03-05,,9081,,
Finland,FIN,2023-03-12,,9124,,
Finland,FIN,2023-03-19,,9202,,
Finland,FIN,2023-03-26,,9286,,
Finland,FIN,2023-04-02,,9360,,
Finland,FIN,2023-04-09,,9464,,
Finland,FIN,2023-04-16,,9561,,
Finland,FIN,2023-04-23,,9658,,
Finland,FIN,2023-04-30,,9748,,
Finland,FIN,2023-05-07,,9819,,
Finland,FIN,2023-05-14,,9888,,
Finland,FIN,2023-05-21,,9923,,
Finland,FIN,2023-05-28,,9958,,
Finland,FIN,2023-06-04,,10016,,
Finland,FIN,2023-06-11,,10057,,
Finland,FIN,2023-06-18,,10086,,
Finland,FIN,2023-06-25,,10107,,
Finland,FIN,2023-07-02,,10119,,
Finland,FIN,2023-07-09,,10132,,
Finland,FIN,2023-07-16,,10145,,
Finland,FIN,2023-07-23,,10156,,
Finland,FIN,2023-07-30,,10174,,
Finland,FIN,2023-08-06,,10189,,
Finland,FIN,2023-08-13,,10205,,
Finland,FIN,2023-08-20,,10227,,
Finland,FIN,2023-08-27,,10249,,
Finland,FIN,2023-09-03,,10280,,
Finland,FIN,2023-09-10,,10308,,
Finland,FIN,2023-09-17,,10344,,
Finland,FIN,2023-09-24,,10395,,
Finland,FIN,2023-10-01,,10469,,
Finland,FIN,2023-10-08,,10559,,
Finland,FIN,2023-10-15,,10678,,
Finland,FIN,2023-10-22,,10792,,
Finland,FIN,2023-10-29,,10851,,
Finland,FIN,2023-11-05,,11015,,
Finland,FIN,2023-11-12,,11219,,
Finland,FIN,2023-11-19,,11327,,
Finland,FIN,2023-11-26,,11334,,
Finland,FIN,2023-12-03,,11348,,
Finland,FIN,2023-12-10,,11360,,
Finland,FIN,2023-12-17,,11364,,
Finland,FIN,2023-12-24,,11364,,
Finland,FIN,2023-12-31,,11364,,
France,FRA,2020-01-01,0,,0,0
France,FRA,2020-01-06,0,,0,0
France,FRA,2020-01-13,0,,0,0
France,FRA,2020-01-20,0,,0,0
France,FRA,2020-01-27,-602.6318,,-602.6318,-602.6318
France,FRA,2020-02-03,-1415.5969,,-1415.5969,-1415.5969
France,FRA,2020-02-10,-2212.2288,,-2212.2288,-2212.2288
France,FRA,2020-02-17,-3254.6938,,-3254.6938,-3254.6938
France,FRA,2020-02-24,-4327.852,,-4327.852,-4327.852
France,FRA,2020-03-02,-5005.41,,-5005.41,-5005.41
France,FRA,2020-03-09,-4681.1685,,-4681.1685,-4681.1685
France,FRA,2020-03-16,-2680.1265,,-2680.1265,-2680.1265
France,FRA,2020-03-23,1672.5155,,1672.5155,1672.5155
France,FRA,2020-03-30,8904.357,,8904.357,8904.357
France,FRA,2020-04-06,15100.799,,15100.799,15100.799
France,FRA,2020-04-13,19276.041,,19276.041,19276.041
France,FRA,2020-04-20,20986.684,,20986.684,20986.684
France,FRA,2020-04-27,21276.725,,21276.725,21276.725
France,FRA,2020-05-04,21474.566,,21474.566,21474.566
France,FRA,2020-05-11,21503.408,,21503.408,21503.408
France,FRA,2020-05-18,21895.451,,21895.451,21895.451
France,FRA,2020-05-25,21870.893,,21870.893,21870.893
France,FRA,2020-06-01,21862.334,,21862.334,21862.334
France,FRA,2020-06-08,21936.176,,21936.176,21936.176
France,FRA,2020-06-15,21804.818,,21804.818,21804.818
France,FRA,2020-06-22,22336.66,,22336.66,22336.66
France,FRA,2020-06-29,21417.102,,21417.102,21417.102
France,FRA,2020-07-06,21321.543,,21321.543,21321.543
France,FRA,2020-07-13,20812.984,,20812.984,20812.984
France,FRA,2020-07-20,20725.428,,20725.428,20725.428
France,FRA,2020-07-27,21241.87,,21241.87,21241.87
France,FRA,2020-08-03,21538.31,,21538.31,21538.31
France,FRA,2020-08-10,23089.352,,23089.352,23089.352
France,FRA,2020-08-17,23090.395,,23090.395,23090.395
France,FRA,2020-08-24,23118.236,,23118.236,23118.236
France,FRA,2020-08-31,23469.879,,23469.879,23469.879
France,FRA,2020-09-07,24119.72,,24119.72,24119.72
France,FRA,2020-09-14,25093.162,,25093.162,25093.162
France,FRA,2020-09-21,25139.803,,25139.803,25139.803
France,FRA,2020-09-28,25928.445,,25928.445,25928.445
France,FRA,2020-10-05,26428.688,,26428.688,26428.688
France,FRA,2020-10-12,27391.33,,27391.33,27391.33
France,FRA,2020-10-19,29730.172,,29730.172,29730.172
France,FRA,2020-10-26,32976.613,,32976.613,32976.613
France,FRA,2020-11-02,37103.453,,37103.453,37103.453
France,FRA,2020-11-09,41075.297,,41075.297,41075.297
France,FRA,2020-11-16,44452.54,,44452.54,44452.54
France,FRA,2020-11-23,47406.18,,47406.18,47406.18
France,FRA,2020-11-30,50074.42,,50074.42,50074.42
France,FRA,2020-12-07,52423.465,,52423.465,52423.465
France,FRA,2020-12-14,54031.305,,54031.305,54031.305
France,FRA,2020-12-21,55020.746,,55020.746,55020.746
France,FRA,2020-12-28,56694.184,,56694.184,56694.184
France,FRA,2021-01-04,57820.066,,57820.066,57820.066
France,FRA,2021-01-11,58730.45,,58730.45,58730.45
France,FRA,2021-01-18,60547.33,,60547.33,60547.33
France,FRA,2021-01-25,62160.71,,62160.71,62160.71
France,FRA,2021-02-01,63389.76,,63389.76,63389.76
France,FRA,2021-02-08,64266.477,,64266.477,64266.477
France,FRA,2021-02-15,65277.523,,65277.523,65277.523
France,FRA,2021-02-22,65658.74,,65658.74,65658.74
France,FRA,2021-03-01,65445.26,,65445.26,65445.26
France,FRA,2021-03-08,65365.387,,65365.387,65365.387
France,FRA,2021-03-15,66038.305,,66038.305,66038.305
France,FRA,2021-03-22,66816.03,,66816.03,66816.03
France,FRA,2021-03-29,68157.35,,68157.35,68157.35
France,FRA,2021-04-05,69521.875,,69521.875,69521.875
France,FRA,2021-04-12,71178,,71178,71178
France,FRA,2021-04-19,73114.92,,73114.92,73114.92
France,FRA,2021-04-26,74689.24,,74689.24,74689.24
France,FRA,2021-05-03,76159.97,,76159.97,76159.97
France,FRA,2021-05-10,76769.484,,76769.484,76769.484
France,FRA,2021-05-17,77223.01,,77223.01,77223.01
France,FRA,2021-05-24,77491.734,,77491.734,77491.734
France,FRA,2021-05-31,77788.85,,77788.85,77788.85
France,FRA,2021-06-07,78001.98,,78001.98,78001.98
France,FRA,2021-06-14,78511.5,,78511.5,78511.5
France,FRA,2021-06-21,77751.82,,77751.82,77751.82
France,FRA,2021-06-28,77244.34,,77244.34,77244.34
France,FRA,2021-07-05,76735.47,,76735.47,76735.47
France,FRA,2021-07-12,76591.59,,76591.59,76591.59
France,FRA,2021-07-19,77391.71,,77391.71,77391.71
France,FRA,2021-07-26,77373.836,,77373.836,77373.836
France,FRA,2021-08-02,77505.96,,77505.96,77505.96
France,FRA,2021-08-09,78573.08,,78573.08,78573.08
France,FRA,2021-08-16,79514.805,,79514.805,79514.805
France,FRA,2021-08-23,79888.52,,79888.52,79888.52
France,FRA,2021-08-30,80822.05,,80822.05,80822.05
France,FRA,2021-09-06,82219.37,,82219.37,82219.37
France,FRA,2021-09-13,82556.89,,82556.89,82556.89
France,FRA,2021-09-20,82599.016,,82599.016,82599.016
France,FRA,2021-09-27,83027.336,,83027.336,83027.336
France,FRA,2021-10-04,83303.66,,83303.66,83303.66
France,FRA,2021-10-11,83968.58,,83968.58,83968.58
France,FRA,2021-10-18,84682.91,,84682.91,84682.91
France,FRA,2021-10-25,85523.43,,85523.43,85523.43
France,FRA,2021-11-01,85775.55,,85775.55,85775.55
France,FRA,2021-11-08,86364.07,,86364.07,86364.07
France,FRA,2021-11-15,87065.59,,87065.59,87065.59
France,FRA,2021-11-22,88239.516,,88239.516,88239.516
France,FRA,2021-11-29,89943.836,,89943.836,89943.836
France,FRA,2021-12-06,91998.766,,91998.766,91998.766
France,FRA,2021-12-13,93685.484,,93685.484,93685.484
France,FRA,2021-12-20,95723.01,,95723.01,95723.01
France,FRA,2021-12-27,97583.13,,97583.13,97583.13
France,FRA,2022-01-03,98535.695,,98535.695,98535.695
France,FRA,2022-01-10,99289.76,,99289.76,99289.76
France,FRA,2022-01-17,100356.32,,100356.32,100356.32
France,FRA,2022-01-24,102200.38,,102200.38,102200.38
France,FRA,2022-01-31,104040.11,,104040.11,104040.11
France,FRA,2022-02-07,104997.51,,104997.51,104997.51
France,FRA,2022-02-14,105526.234,,105526.234,105526.234
France,FRA,2022-02-21,105267.13,,105267.13,105267.13
France,FRA,2022-02-28,104814.336,,104814.336,104814.336
France,FRA,2022-03-07,104444.14,,104444.14,104444.14
France,FRA,2022-03-14,104471.74,,104471.74,104471.74
France,FRA,2022-03-21,104831.14,,104831.14,104831.14
France,FRA,2022-03-28,105712.15,,105712.15,105712.15
France,FRA,2022-04-04,107100.35,,107100.35,107100.35
France,FRA,2022-04-11,108832.16,,108832.16,108832.16
France,FRA,2022-04-18,110199.76,,110199.76,110199.76
France,FRA,2022-04-25,111078.76,,111078.76,111078.76
France,FRA,2022-05-02,112033.164,,112033.164,112033.164
France,FRA,2022-05-09,112603.37,,112603.37,112603.37
France,FRA,2022-05-16,113043.57,,113043.57,113043.57
France,FRA,2022-05-23,112575.97,,112575.97,112575.97
France,FRA,2022-05-30,113047.77,,113047.77,113047.77
France,FRA,2022-06-06,113101.58,,113101.58,113101.58
France,FRA,2022-06-13,114047.78,,114047.78,114047.78
France,FRA,2022-06-20,114359.78,,114359.78,114359.78
France,FRA,2022-06-27,114128.984,,114128.984,114128.984
France,FRA,2022-07-04,114542.79,,114542.79,114542.79
France,FRA,2022-07-11,116516.59,,116516.59,116516.59
France,FRA,2022-07-18,118808.4,,118808.4,118808.4
France,FRA,2022-07-25,119721.2,,119721.2,119721.2
France,FRA,2022-08-01,121160,,121160,121160
France,FRA,2022-08-08,122665.805,,122665.805,122665.805
France,FRA,2022-08-15,123654.21,,123654.21,123654.21
France,FRA,2022-08-22,124188.61,,124188.61,124188.61
France,FRA,2022-08-29,124674.81,,124674.81,124674.81
France,FRA,2022-09-05,125105.82,,125105.82,125105.82
France,FRA,2022-09-12,125313.02,,125313.02,125313.02
France,FRA,2022-09-19,125907.82,,125907.82,125907.82
France,FRA,2022-09-26,127036.83,,127036.83,127036.83
France,FRA,2022-10-03,128278.83,,128278.83,128278.83
France,FRA,2022-10-10,129223.43,,129223.43,129223.43
France,FRA,2022-10-17,130463.44,,130463.44,130463.44
France,FRA,2022-10-24,131067.64,,131067.64,131067.64
France,FRA,2022-10-31,131270.44,,131270.44,131270.44
France,FRA,2022-11-07,131781.64,,131781.64,131781.64
France,FRA,2022-11-14,132976.84,,132976.84,132976.84
France,FRA,2022-11-21,134268.45,,134268.45,134268.45
France,FRA,2022-11-28,135697.45,,135697.45,135697.45
France,FRA,2022-12-05,138388.06,,138388.06,138388.06
France,FRA,2022-12-12,141786.47,,141786.47,141786.47
France,FRA,2022-12-19,146049.67,,146049.67,146049.67
France,FRA,2022-12-26,149605.47,,149605.47,149605.47
France,FRA,2023-01-02,151398.7,,151398.7,151398.7
France,FRA,2023-01-09,151676.45,,151676.45,151676.45
France,FRA,2023-01-16,151731.7,,151731.7,151731.7
France,FRA,2023-01-23,151718.44,,151718.44,151718.44
France,FRA,2023-01-30,151372.84,,151372.84,151372.84
France,FRA,2023-02-06,150862.92,,150862.92,150862.92
France,FRA,2023-02-13,150296.34,,150296.34,150296.34
France,FRA,2023-02-20,149736.92,,149736.92,149736.92
France,FRA,2023-02-27,148908.8,,148908.8,148908.8
France,FRA,2023-03-06,148589.28,,148589.28,148589.28
France,FRA,2023-03-13,148475.56,,148475.56,148475.56
France,FRA,2023-03-20,148050.66,,148050.66,148050.66
France,FRA,2023-03-27,147624.33,,147624.33,147624.33
France,FRA,2023-04-03,147486.22,,147486.22,147486.22
France,FRA,2023-04-10,147648.7,,147648.7,147648.7
France,FRA,2023-04-17,148133.98,,148133.98,148133.98
France,FRA,2023-04-24,148635.67,,148635.67,148635.67
France,FRA,2023-05-01,148907.75,,148907.75,148907.75
France,FRA,2023-05-08,148832.64,,148832.64,148832.64
France,FRA,2023-05-15,148946.52,,148946.52,148946.52
France,FRA,2023-05-22,149465.61,,149465.61,149465.61
France,FRA,2023-05-29,150035.1,,150035.1,150035.1
France,FRA,2023-06-05,150735.56,,150735.56,150735.56
France,FRA,2023-06-12,151159.45,,151159.45,151159.45
France,FRA,2023-06-19,151127.14,,151127.14,151127.14
France,FRA,2023-06-26,150511.02,,150511.02,150511.02
France,FRA,2023-07-03,149969.5,,149969.5,149969.5
France,FRA,2023-07-10,150006.98,,150006.98,150006.98
France,FRA,2023-07-17,149604.47,,149604.47,149604.47
France,FRA,2023-07-24,149311.95,,149311.95,149311.95
France,FRA,2023-07-31,148927.44,,148927.44,148927.44
France,FRA,2023-08-07,149288.92,,149288.92,149288.92
France,FRA,2023-08-14,149983,,149983,149983
France,FRA,2023-08-21,150766.1,,150766.1,150766.1
France,FRA,2023-08-28,151068.97,,151068.97,151068.97
France,FRA,2023-09-04,151988.66,,151988.66,151988.66
France,FRA,2023-09-11,152185.55,,152185.55,152185.55
France,FRA,2023-09-18,151756.03,,151756.03,151756.03
France,FRA,2023-09-25,151772.7,,151772.7,151772.7
France,FRA,2023-10-02,151528.39,,151528.39,151528.39
France,FRA,2023-10-09,150817.67,,150817.67,150817.67
France,FRA,2023-10-16,151680.67,,152526.45,150839.22
France,FRA,2023-10-23,151449.64,,154113.03,150381.44
France,FRA,2023-10-30,151136.72,,154556.06,149598.11
France,FRA,2023-11-06,150829.9,,155440.92,148530.56
France,FRA,2023-11-13,150523.67,,155732.86,147678.86
France,FRA,2023-11-18,150434.03,,155642.44,147138.03
France,FRA,2020-03-15,,43,,
France,FRA,2020-03-22,,713,,
France,FRA,2020-03-29,,2712,,
France,FRA,2020-04-05,,5988,,
France,FRA,2020-04-12,,9332,,
France,FRA,2020-04-19,,12062,,
France,FRA,2020-04-26,,14158,,
France,FRA,2020-05-03,,15564,,
France,FRA,2020-05-10,,16620,,
France,FRA,2020-05-17,,17430,,
France,FRA,2020-05-24,,17992,,
France,FRA,2020-05-31,,18463,,
France,FRA,2020-06-07,,18794,,
France,FRA,2020-06-14,,19052,,
France,FRA,2020-06-21,,19211,,
France,FRA,2020-06-28,,19322,,
France,FRA,2020-07-05,,19422,,
France,FRA,2020-07-12,,19542,,
France,FRA,2020-07-19,,19636,,
France,FRA,2020-07-26,,19734,,
France,FRA,2020-08-02,,19811,,
France,FRA,2020-08-09,,19880,,
France,FRA,2020-08-16,,19972,,
France,FRA,2020-08-23,,20090,,
France,FRA,2020-08-30,,20201,,
France,FRA,2020-09-06,,20327,,
France,FRA,2020-09-13,,20585,,
France,FRA,2020-09-20,,21014,,
France,FRA,2020-09-27,,21573,,
France,FRA,2020-10-04,,22134,,
France,FRA,2020-10-11,,22824,,
France,FRA,2020-10-18,,23787,,
France,FRA,2020-10-25,,25561,,
France,FRA,2020-11-01,,28715,,
France,FRA,2020-11-08,,33509,,
France,FRA,2020-11-15,,38996,,
France,FRA,2020-11-22,,44598,,
France,FRA,2020-11-29,,49277,,
France,FRA,2020-12-06,,53240,,
France,FRA,2020-12-13,,57032,,
France,FRA,2020-12-20,,60415,,
France,FRA,2020-12-27,,63534,,
France,FRA,2021-01-03,,66449,,
France,FRA,2021-01-10,,69878,,
France,FRA,2021-01-17,,73332,,
France,FRA,2021-01-24,,76746,,
France,FRA,2021-01-31,,79905,,
France,FRA,2021-02-07,,82974,,
France,FRA,2021-02-14,,85866,,
France,FRA,2021-02-21,,88382,,
France,FRA,2021-02-28,,90533,,
France,FRA,2021-03-07,,92566,,
France,FRA,2021-03-14,,94438,,
France,FRA,2021-03-21,,96237,,
France,FRA,2021-03-28,,98071,,
France,FRA,2021-04-04,,100030,,
France,FRA,2021-04-11,,102150,,
France,FRA,2021-04-18,,104117,,
France,FRA,2021-04-25,,106179,,
France,FRA,2021-05-02,,108133,,
France,FRA,2021-05-09,,109666,,
France,FRA,2021-05-16,,110855,,
France,FRA,2021-05-23,,111795,,
France,FRA,2021-05-30,,112567,,
France,FRA,2021-06-06,,113132,,
France,FRA,2021-06-13,,113487,,
France,FRA,2021-06-20,,113796,,
France,FRA,2021-06-27,,114030,,
France,FRA,2021-07-04,,114201,,
France,FRA,2021-07-11,,114343,,
France,FRA,2021-07-18,,114439,,
France,FRA,2021-07-25,,114558,,
France,FRA,2021-08-01,,114798,,
France,FRA,2021-08-08,,115080,,
France,FRA,2021-08-15,,115433,,
France,FRA,2021-08-22,,116132,,
France,FRA,2021-08-29,,116596,,
France,FRA,2021-09-05,,117085,,
France,FRA,2021-09-12,,117522,,
France,FRA,2021-09-19,,117908,,
France,FRA,2021-09-26,,118239,,
France,FRA,2021-10-03,,118515,,
France,FRA,2021-10-10,,118706,,
France,FRA,2021-10-17,,118881,,
France,FRA,2021-10-24,,119060,,
France,FRA,2021-10-31,,119237,,
France,FRA,2021-11-07,,119449,,
France,FRA,2021-11-14,,119682,,
France,FRA,2021-11-21,,119999,,
France,FRA,2021-11-28,,120453,,
France,FRA,2021-12-05,,121072,,
France,FRA,2021-12-12,,121975,,
France,FRA,2021-12-19,,123008,,
France,FRA,2021-12-26,,124165,,
France,FRA,2022-01-02,,125480,,
France,FRA,2022-01-09,,126964,,
France,FRA,2022-01-16,,128463,,
France,FRA,2022-01-23,,130121,,
France,FRA,2022-01-30,,132054,,
France,FRA,2022-02-06,,134050,,
France,FRA,2022-02-13,,136038,,
France,FRA,2022-02-20,,137783,,
France,FRA,2022-02-27,,139114,,
France,FRA,2022-03-06,,140208,,
France,FRA,2022-03-13,,141028,,
France,FRA,2022-03-20,,141820,,
France,FRA,2022-03-27,,142547,,
France,FRA,2022-04-03,,143348,,
France,FRA,2022-04-10,,144136,,
France,FRA,2022-04-17,,144988,,
France,FRA,2022-04-24,,145877,,
France,FRA,2022-05-01,,146744,,
France,FRA,2022-05-08,,147493,,
France,FRA,2022-05-15,,148107,,
France,FRA,2022-05-22,,148573,,
France,FRA,2022-05-29,,148873,,
France,FRA,2022-06-05,,149202,,
France,FRA,2022-06-12,,149439,,
France,FRA,2022-06-19,,149704,,
France,FRA,2022-06-26,,149995,,
France,FRA,2022-07-03,,150259,,
France,FRA,2022-07-10,,150683,,
France,FRA,2022-07-17,,151268,,
France,FRA,2022-07-24,,151999,,
France,FRA,2022-07-31,,152596,,
France,FRA,2022-08-07,,153125,,
France,FRA,2022-08-14,,153643,,
France,FRA,2022-08-21,,154056,,
France,FRA,2022-08-28,,154373,,
France,FRA,2022-09-04,,154675,,
France,FRA,2022-09-11,,154938,,
France,FRA,2022-09-18,,155140,,
France,FRA,2022-09-25,,155357,,
France,FRA,2022-10-02,,155574,,
France,FRA,2022-10-09,,155888,,
France,FRA,2022-10-16,,156302,,
France,FRA,2022-10-23,,156824,,
France,FRA,2022-10-30,,157319,,
France,FRA,2022-11-06,,157764,,
France,FRA,2022-11-13,,158161,,
France,FRA,2022-11-20,,158630,,
France,FRA,2022-11-27,,159085,,
France,FRA,2022-12-04,,159570,,
France,FRA,2022-12-11,,160139,,
France,FRA,2022-12-18,,160860,,
France,FRA,2022-12-25,,161667,,
France,FRA,2023-01-01,,162475,,
France,FRA,2023-01-08,,163250,,
France,FRA,2023-01-15,,163756,,
France,FRA,2023-01-22,,164154,,
France,FRA,2023-01-29,,164480,,
France,FRA,2023-02-05,,164740,,
France,FRA,2023-02-12,,164911,,
France,FRA,2023-02-19,,165091,,
France,FRA,2023-02-26,,165261,,
France,FRA,2023-03-05,,165413,,
France,FRA,2023-03-12,,165538,,
France,FRA,2023-03-19,,165701,,
France,FRA,2023-03-26,,165869,,
France,FRA,2023-04-02,,166079,,
France,FRA,2023-04-09,,166267,,
France,FRA,2023-04-16,,166429,,
France,FRA,2023-04-23,,166709,,
France,FRA,2023-04-30,,166958,,
France,FRA,2023-05-07,,167197,,
France,FRA,2023-05-14,,167357,,
France,FRA,2023-05-21,,167489,,
France,FRA,2023-05-28,,167638,,
France,FRA,2023-06-04,,167750,,
France,FRA,2023-06-11,,167856,,
France,FRA,2023-06-18,,167923,,
France,FRA,2023-06-25,,167985,,
France,FRA,2023-07-02,,167985,,
France,FRA,2023-07-09,,167985,,
France,FRA,2023-07-16,,167985,,
France,FRA,2023-07-23,,167985,,
France,FRA,2023-07-30,,167985,,
France,FRA,2023-08-06,,167985,,
France,FRA,2023-08-13,,167985,,
France,FRA,2023-08-20,,167985,,
France,FRA,2023-08-27,,167985,,
France,FRA,2023-09-03,,167985,,
France,FRA,2023-09-10,,167985,,
France,FRA,2023-09-17,,167985,,
France,FRA,2023-09-24,,167985,,
France,FRA,2023-10-01,,167985,,
France,FRA,2023-10-08,,167985,,
France,FRA,2023-10-15,,167985,,
France,FRA,2023-10-22,,167985,,
France,FRA,2023-10-29,,167985,,
France,FRA,2023-11-05,,167985,,
France,FRA,2023-11-12,,167985,,
France,FRA,2023-11-19,,167985,,
France,FRA,2023-11-26,,167985,,
France,FRA,2023-12-03,,167985,,
France,FRA,2023-12-10,,167985,,
France,FRA,2023-12-17,,167985,,
France,FRA,2023-12-24,,167985,,
France,FRA,2023-12-31,,167985,,
French Guiana,GUF,2020-01-01,-0.77096176,,1.2739825,-2.5912297
French Guiana,GUF,2020-01-06,-1.6289942,,3.3498282,-4.9429355
French Guiana,GUF,2020-01-13,-2.4587705,,5.418204,-6.9979343
French Guiana,GUF,2020-01-20,-3.2341442,,7.4603806,-10.094195
French Guiana,GUF,2020-01-27,-4.0447354,,9.803349,-12.46444
French Guiana,GUF,2020-02-03,-4.94091,,11.851641,-15.7774
French Guiana,GUF,2020-02-10,-6.300719,,12.525551,-18.119936
French Guiana,GUF,2020-02-17,-7.950895,,14.077381,-21.696472
French Guiana,GUF,2020-02-24,-9.166614,,16.597898,-25.806026
French Guiana,GUF,2020-03-02,-10.239374,,16.906443,-31.77124
French Guiana,GUF,2020-03-09,-11.649491,,17.840893,-38.2169
French Guiana,GUF,2020-03-16,-13.047194,,19.911175,-44.249508
French Guiana,GUF,2020-03-23,-13.964285,,22.38008,-50.74003
French Guiana,GUF,2020-03-30,-14.421271,,27.351274,-58.009445
French Guiana,GUF,2020-04-06,-15.44781,,32.587326,-65.05087
